Year,Value,Age Group,الفئة العمرية,Gender,Item_id,الجنس
"2023","336198","40-44","44-40","Male","4308","ذكور"
"2023","130896","40-44","44-40","Female","4308","إناث"
"2023","216084","45-49","49-45","Male","4330","ذكور"
"2023","87022","45-49","49-45","Female","4330","إناث"
"2023","127591","50-54","54-50","Male","4342","ذكور"
"2023","52230","50-54","54-50","Female","4342","إناث"
"2023","73416","55-59","59-55","Male","4348","ذكور"
"2023","32385","55-59","59-55","Female","4348","إناث"
"2023","36005","60-64","64-60","Male","4354","ذكور"
"2023","20315","60-64","64-60","Female","4354","إناث"
"2023","18963","65-69","69-65","Male","4360","ذكور"
"2023","13895","65-69","69-65","Female","4360","إناث"
"2023","9731","70-74","74-70","Male","4366","ذكور"
"2023","8953","70-74","74-70","Female","4366","إناث"
"2023","5009","75+","75+","Male","4373","ذكور"
"2023","5022","75+","75+","Female","4373","إناث"
"2023","2270","75+","75+","Male","4379","ذكور"
"2023","2511","75+","75+","Female","4379","إناث"
"2023","995","75+","75+","Male","4385","ذكور"
"2023","1191","75+","75+","Female","4385","إناث"
"2023","390","75+","75+","Male","4391","ذكور"
"2023","475","75+","75+","Female","4391","إناث"
"2023","106","75+","75+","Male","4392","ذكور"
"2023","141","75+","75+","Female","4392","إناث"
"2024","94330","0-4","4-0","Male","4260","ذكور"
"2024","90282","0-4","4-0","Female","4260","إناث"
"2024","100882","5-9","9-5","Male","4266","ذكور"
"2024","96717","5-9","9-5","Female","4266","إناث"
"2024","89961","10-14","14-10","Male","4272","ذكور"
"2024","85902","10-14","14-10","Female","4272","إناث"
"2024","78826","15-19","19-15","Male","4278","ذكور"
"2024","66929","15-19","19-15","Female","4278","إناث"
"2024","288769","20-24","24-20","Male","4284","ذكور"
"2024","82978","20-24","24-20","Female","4284","إناث"
"2024","457701","25-29","29-25","Male","4290","ذكور"
"2024","157342","25-29","29-25","Female","4290","إناث"
"2024","460746","30-34","34-30","Male","4296","ذكور"
"2024","194701","30-34","34-30","Female","4296","إناث"
"2024","457149","35-39","39-35","Male","4302","ذكور"
"2024","181812","35-39","39-35","Female","4302","إناث"
"2024","359370","40-44","44-40","Male","4308","ذكور"
"2024","140379","40-44","44-40","Female","4308","إناث"
"2024","230892","45-49","49-45","Male","4330","ذكور"
"2024","93215","45-49","49-45","Female","4330","إناث"
"2024","136285","50-54","54-50","Male","4342","ذكور"
"2024","55881","50-54","54-50","Female","4342","إناث"
"2024","78366","55-59","59-55","Male","4348","ذكور"
"2024","34599","55-59","59-55","Female","4348","إناث"
"2024","38386","60-64","64-60","Male","4354","ذكور"
"2024","21687","60-64","64-60","Female","4354","إناث"
"2024","20200","65-69","69-65","Male","4360","ذكور"
"2024","14824","65-69","69-65","Female","4360","إناث"
"2024","10345","70-74","74-70","Male","4366","ذكور"
"2024","9538","70-74","74-70","Female","4366","إناث"
"2024","5318","75+","75+","Male","4373","ذكور"
"2024","5346","75+","75+","Female","4373","إناث"
"2024","2402","75+","75+","Male","4379","ذكور"
"2024","2665","75+","75+","Female","4379","إناث"
"2024","1053","75+","75+","Male","4385","ذكور"
"2024","1258","75+","75+","Female","4385","إناث"
"2024","407","75+","75+","Male","4391","ذكور"
"2024","497","75+","75+","Female","4391","إناث"
"2024","112","75+","75+","Male","4392","ذكور"
"2024","148","75+","75+","Female","4392","إناث"
